Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
06/22/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Wells Fargo & Company,CA,95062,,,Referral,06/24/2015,Closed with explanation,Yes,No,1431087
07/26/2016,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,UT,84081,,Consent not provided,Web,07/26/2016,Closed with explanation,Yes,No,2031442
07/21/2015,Credit card,,Closing/Cancelling account,,,Company chooses not to provide a public response,Citibank,WA,98008,,Consent not provided,Web,07/21/2015,Closed with monetary relief,Yes,No,1478942
04/29/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,CA,94550,,,Referral,04/30/2013,Closed with explanation,Yes,Yes,394568
07/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,"Select Portfolio Servicing, Inc",FL,33334,,Other,Web,07/21/2015,Closed with explanation,Yes,No,1473770
10/22/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,MI,48327,,,Referral,10/27/2014,Closed with explanation,Yes,Yes,1082741
08/28/2012,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,,,Wells Fargo & Company,TX,77402,,,Referral,08/29/2012,Closed with explanation,Yes,No,143554
09/05/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Adler Wallach & Associates, Inc.",CA,95608,,Consent not provided,Web,09/08/2016,Closed with explanation,Yes,,2095705
04/28/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"We finally modified our mortgage with Bank of America. After 3 years of trying, it worked. This was a painstaking 3 year process with lack of communication from our servicer. We signed our permanent modification in XX/XX/XXXX. We received our bill for XX/XX/XXXX with no problem. Our XX/XX/XXXX invoice came with an additional charge of {$100.00}. It stated additional attorney fees. I have called my "" single point of contact '' now XXXX times with no return call waiting for an answer about this. If I decided after I signed a contract, my amount was wrong, I am sure I would still be held accountable. How can they sign a contract and agree on an amount and then charge me more? Furthermore, they will not return my phone call. 
",Company chooses not to provide a public response,Bank of America,PA,191XX,,Consent provided,Web,04/28/2015,Closed with monetary relief,Yes,No,1349954
03/08/2013,Credit card,,Other,,,,Discover,MA,01719,,,Web,03/12/2013,Closed with explanation,Yes,No,347891
08/10/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Navient Solutions, Inc.",FL,32205,Older American,,Web,08/10/2014,Closed with explanation,Yes,Yes,977061
01/07/2014,Credit card,,Transaction issue,,,,Amex,MA,02026,,,Postal mail,01/08/2014,Closed with monetary relief,Yes,No,657140
07/07/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,GA,30041,,,Web,07/07/2014,Closed with explanation,Yes,No,924623
04/02/2014,Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,,,Performant Financial Corporation,TX,78652,,,Web,04/02/2014,Closed with explanation,Yes,No,790525
08/12/2016,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Synchrony Financial,OR,97424,,,Referral,08/12/2016,Closed with explanation,Yes,No,2061125
04/07/2016,Credit reporting,,Incorrect information on credit report,Personal information,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,MI,49034,,Consent not provided,Web,04/07/2016,Closed with non-monetary relief,Yes,No,1868792
09/30/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,MA,019XX,,,Web,09/30/2016,Closed with explanation,Yes,,2139853
04/08/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"I checked my credit score on XXXX and it says that I have a derogatory mark on my credit from XXXX for XXXX in 2013. This is my XXXX time checking my credit in a while. I have never had a XXXX account nor do I owe anyone XXXX dollars. 
",,Equifax,CA,913XX,,Consent provided,Web,04/10/2015,Closed with explanation,Yes,No,1321350
03/16/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MS,39564,,,Postal mail,03/17/2016,Closed with explanation,Yes,No,1835395
11/21/2014,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,PA,19006,,,Referral,11/28/2014,Closed with monetary relief,Yes,No,1125110
10/03/2016,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Don't agree with fees charged,"I signed up with XXXX University on line. Told my student advisor I was XXXX and suffered XXXX. Was not sure if i could handle the pace. XXXX XXXX, Advisor, told me verbatim, "" No worries, if you find you ca n't handle the program you may quit any time and only owe for the time in the program ''. I was on line 3 weeks and emailed her it was too much. She replied, "" Okay, i will put you in for a resubmit for next semester '' I told her, "" NO! i do not want to continue '', she resigned me any way and now they have been trying to collect for 2 full semesters. I am on XXXX and barely paying my living expenses, I can not repay this loan, and I feel I owe then nothing, period!!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Windham Professionals,NC,280XX,,Consent provided,Web,10/05/2016,Closed with non-monetary relief,Yes,,2143127
01/29/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,78250,,,Postal mail,03/09/2015,Closed with explanation,Yes,No,1216080
07/27/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"Original mortgage was in XXXX for 30 years. Refinanced in XXXX for 4.5 % 15 years and according to that "" Truth in Lending Disclosure Statement '' schedule as of mortgage payments # XXXX # XXXX my PMI was to be {$0.00} and that was suppose to happen somewhere around XXXX. I have been trying to get PMI removed and have requested several times ... in writing.. to have it removed. I think twice to Nationstar who is the current mortgage holder. It 's been transferred several times over the years. Horrible customer service at Nationstar. They have given me XXXX, if not more, different answers as to why they wo n't remove it. NONE of which i can find are valid reasons when i hold a legal document truth in lending statement that states it is to be {$0.00} and when! I have already sent all paperwork copies and request to them again by certified/return receipt and they signed, yet NO ONE has contacted me regarding this. It is free and clear money to them ; it is mine, and i want it refunded back from when it was to be {$0.00} XXXX XXXX ) and taken off future payments. They have copies of all they need including tax assessments.",,Nationstar Mortgage,VA,231XX,,Consent provided,Web,07/27/2016,Closed with explanation,Yes,No,2034024
04/16/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"I had my mortgage loan with XXXX for past 10 years. Suddenly, I received a letter on XXXX and indicated XXXX would stop servcie our loan from XXXX XX/XX/XXXX and Rushmore, and the new loan company who bought our loan would start servicing our loan. Also, XXXX told us that we should receive the payment coupon from the new mortgage company. 

That was why we did n't given our morgage payment in XXXX becasue XXXX did n't mail the payment statement and coupon to us. At the same time, we were wariting for the Rushmore 's payment starting on XXXX XX/XX/XXXX. But we could n't recieve it, so inteand sending our XXXX XX/XX/XXXX payment to Rushmore, we sent it to XXXX. XXXX the XXXX received it, they sent us a letter that indicated our XXXX XX/XX/XXXX payment would be transferred to XXXX but XXXX told us this would be the XXXX time for the XXXX. On XXXX XX/XX/XXXX, we still could n't receive any payment coupon from Rushmore, but we decided to mail out payment to Rushmore anyway. We did it and Rushmore cashed it. 

Since we have never and ever received the payment coupon from Rushmore, the new loan company, we started to feel it must be something wrong. We did n't send our mortgage payment on XXXX XX/XX/XXXX. In XXXX XXXX we started to hear their complaints and recevied a complaint from the court and they asked the court to collect our past ten month mortgage missing payments. They indicated that we broken the contract, etc ... 

We sent my XXXX XXXX, XX/XX/XXXX mortgage payment to XXXX, they returned it to me. 

We got all our mortgage payments history and sent to them for the dispute on XXXX XXXX, XX/XX/XXXX, but they still sent us Notice Of Intent To Foreclose and said that if we do n't pay them total of {$62000.00}, the missing payment from XXXX XXXX, XX/XX/XXXX to XXXX XXXX, XX/XX/XXXX before XXXX XXXXXX/XX/XXXX, they will initiate foreclosure proceedings ... etc.. 

We do have the missing payment money for total of {$24000.00}, the current XXXX payments we owe to them but they do n't want it and they are demading on {$62000.00}, that we do n't have it. 

I will hire a attorney to send a lawsuit against the XXXX and this may be the only chice we have at this time becuase there is no way the Rushmore can do what they want and take our home as granted. 

Amyowner of the house! 
",,Rushmore Loan Management Services LLC,CA,945XX,,Consent provided,Web,04/16/2015,Closed with explanation,Yes,Yes,1333621
04/27/2012,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of America,TX,75237,,,Phone,04/30/2012,Closed without relief,Yes,No,66588
07/07/2016,Bank account or service,Checking account,Deposits and withdrawals,,on XXXX XXXX 2016 rush card deposit my ssi money would not let me access my money for 10 hours I have proof of it on XXXX XXXX 2016 rush card deposit my ssi money would not let me access it for 3 hours I called corporate office woman said deal with it,Company believes it acted appropriately as authorized by contract or law,"Empowerment Ventures, LLC",CT,063XX,,Consent provided,Web,07/11/2016,Closed with explanation,No,No,2002091
10/18/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was paid,,,"Portfolio Recovery Associates, Inc.",IN,461XX,,,Web,10/18/2016,Closed with explanation,Yes,,2167037
05/28/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Southwest Credit Systems, L.P.",CT,06605,,,Web,05/28/2014,Closed with explanation,Yes,No,871269
10/24/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"My insurance covered to separate payments., 
",,"I.C. System, Inc.",FL,330XX,,Consent provided,Web,10/29/2015,Closed with explanation,Yes,No,1623338
01/09/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,75243,,,Postal mail,01/09/2014,Closed with explanation,Yes,No,660563
07/24/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"On XXXX XXXX, 2015 I made my mortgage payment and got a confirmation number. Later, RCS informed by letter that I was late. When I called the company, they found that a number was missing. After talking to several people, I was informed there will be a XXXX dollar late fee, plus XXXX dollar to pay by phone. I do not believe I should have received a late charge since the company could see that a number was missing, I had payed on time and never was late. I received a confirmation number. I feel cheated, and helpless because there is no effective remedy to complain about this horrible mortgage company that is allowed to continue its abusive business practices. 
",,Residential Credit Solutions,CA,925XX,,Consent provided,Web,07/24/2015,Closed with explanation,Yes,No,1486072
09/30/2016,Credit card,,Unsolicited issuance of credit card,,,,"PayPal Holdings, Inc.",MI,483XX,,,Web,10/09/2016,Closed with explanation,Yes,,2141768
11/17/2014,Credit card,,Arbitration,,,,JPMorgan Chase & Co.,NJ,07090,,,Phone,11/18/2014,Closed with explanation,Yes,Yes,1120898
05/18/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,IL,60466,,Consent not provided,Web,05/18/2015,Closed with explanation,Yes,No,1381367
06/22/2012,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,Citibank,NY,12008,,,Web,06/28/2012,Closed with non-monetary relief,Yes,No,106969
07/06/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"The servicer response to my previous complaint was inaccurate. The issues I am facing have not been addressed and although a new HAMP XXXX is on file with the servicer - Bank of America, the foreclosure sale scheduled for Tuesday, XXXX XXXX 2015 has not yet been cancelled even tough all the required documents have been verified as received and uploaded for review. The red tape and servicing mismanagement has not changed. Before the XXXX XXXX was even acknowledged or decided, another foreclosure sale was scheduled. Also, the XXXX dispute letters I submitted via certified mail have never been acknowledged even though I know from the green certified postal return receipt card that they were received and signed for. I am not getting a fair review of my mortgage modification requests even though HUD counselors have advised me I am eligible for XXXX or more of the programs available for homeowner relief. 
",Company chooses not to provide a public response,Bank of America,GA,302XX,Older American,Consent provided,Web,07/06/2015,Closed with explanation,Yes,No,1451695
02/26/2014,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,"Citizens Financial Group, Inc.",RI,02889,,,Web,02/27/2014,Closed with explanation,Yes,No,732669
07/07/2016,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,GA,30329,,,Phone,07/21/2016,Closed with explanation,Yes,No,2002350
05/02/2012,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,,,Cleveland Home Title Agency,OH,44333,Servicemember,,Postal mail,06/15/2012,Closed with monetary relief,No,,22826
10/13/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I received a phone call from XXXX A lady name XXXX XXXX with XXXX XXXX XXXX treating me with jail time of 5 years if I do n't send her {$4100.00} by money gram then they had me running around town to a walmart and I was supposed to be in phone checking the them every minute if the phone call got disconnected I would be arrested. They demanded not to tell any one and send XXXX money grams to XXXX XXXX in TX for {$670.00} and XXXX XXXX in TX for {$600.00}. that was XX/XX/2015. Today XX/XX/2015 call me from another phone XXXX But my husband cussed them out and they stop. Now they stole from me {$1300.00} I was afraid for my life it was so disturbing. They yelled at me and it sound so real. 
",,MoneyGram,UT,840XX,,Consent provided,Web,10/13/2015,Closed with explanation,Yes,No,1604375
12/19/2014,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Dovenmuehle Mortgage Inc.,NC,27605,Servicemember,,Web,12/19/2014,Closed with explanation,Yes,Yes,1163837
09/03/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,77009,,,Postal mail,10/10/2014,Closed with explanation,Yes,No,1011443
06/09/2016,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",FL,33463,,,Referral,06/14/2016,Closed with explanation,Yes,No,1961304
12/21/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"In XXXX of XXXX I received a letter from Bank of America requiring me to purchase flood insurance as an augmentation to my existing mortgage ( Acct. # XXXX ) on a property located at XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX. The letter indicated changes to the flood zone maps prompted this requirement and as such, I purchased flood insurance in XXXX of XXXX XXXX Policy number XXXX XXXX ). This requirement was perpetuated by XXXX XXXX, ( Acct # XXXX ) when they assumed servicing my mortgage in XXXX up until XXXX XXXX when I received a letter indicating that updates to the Special Flood Hazard Area ( SFHA ) no longer encompassed my property. Since you can not cancel Flood Insurance, you can only "" Non-Renew '', I was forced to complete paying for the third year of coverage. Subsequently, I requested a LOMA letter from XXXX, and was informed that my property never resided in a SFHA, and that the maps had not been updated with any changes to my specific property location since XXXX. I have attached the supporting documentation and believe I am entitled to a refund of premiums paid for 3 years as a result of the errors made by Bank of American and subsequently, XXXX XXXX levying this requirement. 
",Company chooses not to provide a public response,Bank of America,FL,327XX,,Consent provided,Web,12/22/2015,Closed with explanation,Yes,Yes,1709960
06/02/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,GA,30307,,Consent not provided,Web,06/04/2015,Closed with explanation,Yes,No,1401424
09/17/2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,alliance one has been misleading me for a number of years now regarding the amount I owe the traffic court of XXXX county. they led me to believe i was eligable for an amnesty for which i sent them {$490.00} which was not amnesty since they claim now i am not qualified for all accounts had been sent to tax board and my wages garnished but as of XXXX/XXXX/16 that account no longer exists thier lawyer said i owed {$9500.00} yet thier office sent bill of $ XXXXand of {$8000.00} and yet i have paid off {$4500.00} lets get whats really owed and whats not I feel i should get a lawyer but with debt this much who can afford one,,AllianceOne Recievables Management,CA,945XX,,Consent provided,Web,09/17/2016,Closed with explanation,Yes,Yes,2116979
09/30/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MoneyGram,,,,,Phone,09/30/2015,Closed with explanation,Yes,No,1587485
08/07/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,DE,19701,,,Web,08/12/2014,Closed with explanation,Yes,Yes,972902
05/04/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33173,,,Referral,05/06/2015,Closed with explanation,Yes,No,1358239
11/19/2015,Credit card,,Billing disputes,,,Company chooses not to provide a public response,Bank of America,CA,92679,,Consent not provided,Web,11/19/2015,Closed with explanation,Yes,Yes,1664677
08/26/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Wells Fargo & Company,NJ,07307,Older American,,Postal mail,08/31/2015,Closed with explanation,Yes,Yes,1538933
06/23/2014,Credit card,,Credit line increase/decrease,,,,TD Bank US Holding Company,VA,23112,,,Web,06/25/2014,Closed with explanation,Yes,Yes,906242
01/09/2013,Credit card,,Credit card protection / Debt protection,,,,Discover,ME,04456,,,Web,01/10/2013,Closed with explanation,Yes,No,226410
04/21/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Transworld Systems Inc.,AZ,85260,,Consent not provided,Web,04/21/2016,Closed with explanation,Yes,No,1889787
04/05/2012,Mortgage,Other mortgage,Other,,,,CIT Bank National Association,FL,32837,,,Referral,04/05/2012,Closed without relief,Yes,No,39550
09/16/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,ERC,TX,77074,,,Phone,09/22/2014,Closed with non-monetary relief,Yes,No,1031652
08/14/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,FL,33168,,,Web,08/14/2013,Closed with explanation,Yes,No,492560
07/28/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,NY,10989,,,Referral,07/30/2014,Closed with explanation,Yes,No,956241
01/11/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,IL,60639,,,Web,01/11/2015,Closed with explanation,Yes,No,1189664
04/25/2012,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,DC,20011,,,Referral,05/03/2012,Closed without relief,Yes,No,38439
03/20/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Portfolio Recover Associates is reporting a collections account on my XXXX, XXXX, and XXXX credit reports. On XXXX/XXXX/XXXX I sent them a letter asking for verification of the debt. They sent a response letter stating that in a previous letter they had asked me for more information but I never sent it. I never before received a letter, email, or phone call from them requesting additional information. On XXXX/XXXX/XXXX I sent another letter requesting verification of the debt, which they responded with a letter saying in a separate letter they sent me a request for information and I never sent it. These are BOLD FACE LIES! They have never attempted to contact me requesting additional information and are using this lie as a means to continue reporting false information, as they have been unable to verify the debt. 
",,"Portfolio Recovery Associates, Inc.",AR,727XX,,Consent provided,Web,03/20/2016,Closed with explanation,Yes,No,1840998
06/07/2016,Credit card,,APR or interest rate,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,FL,33131,,Consent not provided,Web,06/07/2016,Closed with explanation,Yes,No,1957157
06/05/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,19138,,,Referral,06/06/2013,Closed with explanation,Yes,No,425370
04/27/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33167,,,Phone,04/28/2015,Closed with explanation,Yes,Yes,1347641
01/01/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,07646,,,Referral,01/07/2015,Closed with explanation,Yes,Yes,1177853
11/07/2015,Bank account or service,Checking account,Problems caused by my funds being low,,"Bank is drafting intentionally drafting ACH charges in order of highest dollar amount first so they can collect more overdraft fees. This caused my account to accumulate XXXX additional fees than if they had paid the items smallest to largest first. The reasoning the representatives give over the phone is "" we consider the higher dollar items more important in pay order than lower dollar items '' meaning that if they were going to reject payment of an Item they would rather reject payment of the smaller items than the big item. Of course this makes no sense because even after paying the largest item first they still pay the smaller items and still collect extra fees and nothing ever gets rejected on my account because they know with my direct deposit that money coming in is a sure thing. When I asked them to reverse the XXXX unnecessary fees I was told I had already received XXXX complimentary fee reversals for the year so they could not refund the fees. After asking to be escalated twice to a higher person I was told the next person would have to call me back in about two hours. That was approximately 2 days ago and still no call back. So now in addition to not fixing their wrong in the first place they are not calling me back as I was promised. This ACH payment order seems to me an obvious and blatant way to collect more fees from consumers already struggling. 
",,JPMorgan Chase & Co.,CO,801XX,,Consent provided,Web,11/12/2015,Closed with explanation,Yes,Yes,1645131
10/20/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I recently inquired with my loan servicer about the steps needed in order to drop my Private Mortgage Insurance ( PMI ). My servicer explained that I must be at 80 % loan-to-equity value, or my PMI would automatically terminate once I reached 78 % loan-to-equity value. My loan-to-equity value is currently around 83 %, so I explained that I would like to have my property reappraised because I am confident that the new appraisal would result in a loan-to-equity value of at least 80 %. My loan servicer indicated that the only way I could terminate my PMI with a loan-to-equity value of 80 % based on a new appraisal was if I made structural improvements ( e.g., an addition ) to my home. The servicer went on to state that if I wanted my PMI terminated based off of a new appraisal, that my loan-to-equity value would need to be 75 % instead of 80 %. I explained to the representative that I was not told about this at my loan origination, and it was not in any of my closing documents from origination. I requested that the servicer send me documents that I signed during origination indicating that my loan-to-equity value needed to be at 75 % when terminating PMI due to a reappraisal. The servicer sent me the Private Mortgage Insurance Disclosure for a Fixed Rate Mortgage document that I signed at closing, but nowhere in this document does it disclose what the servicer informed me regarding the 75 % loan-to-equity value requirement. The servicer stated that this guideline has been established by XXXX XXXX, whom I contacted thereafter. The representative at XXXX XXXX informed me that 75 % loan-to-equity value is a requirement for reappraisal to terminate PMI if no other structural changes were made to the residence, and the reappraisal took place within the first two years. I again stated that I never acknowledged or signed off on any paperwork at loan origination that disclosed this information to me, the borrower. The representative informed me that he hears stories like this XXXX from borrowers constantly. Since loan origination ( i.e., closing ) is a legally binding agreement between the borrower and the originator, any additional policies in place by the entities who buy the loan should not apply if they were not disclosed in the origination paperwork. To do so is breaking a legally binding agreement between parties of a contract, and should thus be deemed not applicable due to a breach of contract.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Envoy Mortgage Ltd.,OH,432XX,,Consent provided,Web,10/20/2016,Closed with explanation,Yes,Yes,2173208
07/11/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Citibank,NY,11413,,,Phone,07/16/2014,Closed with explanation,Yes,Yes,934085
07/15/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,30269,,,Web,07/17/2013,Closed with explanation,Yes,No,457307
02/19/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",CA,92673,Older American,,Web,02/19/2014,Closed with explanation,Yes,Yes,720348
04/04/2016,Credit reporting,,Incorrect information on credit report,Personal information,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",CO,80907,Older American,,Postal mail,04/06/2016,Closed with explanation,Yes,No,1862295
07/14/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,77305,Older American,,Web,07/14/2014,Closed with explanation,Yes,No,936291
11/04/2014,Credit card,,Billing disputes,,,,U.S. Bancorp,NY,11756,,,Web,11/04/2014,Closed with monetary relief,Yes,No,1100377
01/05/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,NJ,08302,,,Web,01/05/2015,Closed with explanation,No,Yes,1180487
09/02/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,Company chooses not to provide a public response,Experian,VA,23113,,Consent not provided,Web,09/02/2015,Closed with explanation,Yes,No,1548797
11/06/2012,Consumer Loan,Installment loan,Shopping for a loan or lease,,,,"OneMain Financial Holdings, LLC",GA,31730,,,Web,11/06/2012,Closed with explanation,Yes,No,185370
02/11/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Resurgent Capital Services L.P.,TX,76106,,,Postal mail,02/13/2014,Closed with explanation,Yes,No,709889
08/02/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,IN,46032,"Older American, Servicemember",,Phone,08/02/2016,Closed with explanation,Yes,No,2043311
10/30/2014,Debt collection,I do not know,Disclosure verification of debt,Not disclosed as an attempt to collect,,,Performant Financial Corporation,OH,43202,,,Web,11/13/2014,Closed with non-monetary relief,Yes,No,1093344
05/06/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Bank of America,CA,95340,,,Web,05/06/2014,Closed with explanation,Yes,No,840485
07/25/2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,"Sallie Mae has not honored my payment allocation request after repeated written requests submitted with my payment. I want the difference between my amount due and the payment I send in to be applied to the principal balance, yet they continue to apply it to future payments and send me bills with a {$0.00} amount due. I continue to make higher payments because they have my payment amount set at {$59.00}, and the monthly interest/fees are {$58.00}. At that rate it would take the rest of my life to pay off this loan. We have called several times and were told they would change the allocation, but they have still not done so.",Company believes it acted appropriately as authorized by contract or law,Sallie Mae,ME,040XX,,Consent provided,Web,07/27/2016,Closed with explanation,Yes,No,2028910
09/24/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CT,06854,,,Referral,10/01/2014,Closed with explanation,Yes,No,1043139
05/19/2016,Credit reporting,,Incorrect information on credit report,Account terms,"Per Case number XXXX XXXX XXXX states that they mailed a letter closing my account and stated that I was no longer obligated for the account on XXXX XXXX, 2016. Although I never received the letter they claim that they sent the letter to all XXXX credit bureaus. Not only is the information still on my credit report as open and in collections the credit bureaus refuse to remove the information from my credit report and claim that XXXX is still reporting the derogatory information.",,Equifax,GA,319XX,Servicemember,Consent provided,Web,05/19/2016,Closed with non-monetary relief,Yes,No,1933590
03/28/2014,Credit card,,Other,,,,Barclays PLC,NY,10958,,,Web,04/03/2014,Closed with monetary relief,Yes,No,782826
07/25/2012,Credit card,,Other,,,,JPMorgan Chase & Co.,CA,91006,,,Phone,07/27/2012,Closed with explanation,Yes,Yes,124276
12/18/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33309,,Consent not provided,Web,12/18/2015,Closed with explanation,Yes,No,1707657
07/28/2015,Credit card,,Billing disputes,,"I have an issue with payments being issued to the account properly. On occasions representatives have keyed in incorrect account numbers as well as payment being made to Capital One directly to the branch offices and incorrect credited to the account. During several occasions I have asked for the payment investigation dept and was sent to the incorrect dept 's with rep 's out of my country while I was specifically as for someone in my own country as I have experienced issues with rep 's from outside USA have contributed to alot of these errors. On XXXX XXXX, 2015 I was to have a call scheduled to contact the institutions that were the issuer of the payments, XXXX came and passed and no one contacted so approx at XXXX I reached out to the credit card company Capital One only to be placed on an extensive hold with gaining no resolution ; I was sent to foreign countries with hold 's and disconnected. At approx XXXX I reached out to Capital One to try and get someone within the dept ; whom the day prior stated she would note and have a call back at XXXX on XXXX XXXX, 2015 which never happened at XXXX when I reached out to the executive office and spoke with XXXX whom did n't see notes of a scheduled and was very rude thus getting no help from anyone at Capital One to reach out to the branch within their own institutions or the outside bank that was involved, at this time the account remains inactive. Also I not being the primary but retains POA which is noted on the account but at times the reps state they can not find and to make matters more detailed at this time the creditor is requesting documents of the primary such as ID Social Security as well as utility, documents will be provided and I stated to the rep during the last call that documents will be provided but payments will be ceased and none will be continued until resolution is made. Please note that on a separate occasion when there was an issue with the remitting institution and I permitted and allowed a 3-way call with myself validating the account and allowing Capital One fraud department to ask any necessary questions they had. 
",,Capital One,TX,770XX,,Consent provided,Web,07/28/2015,Closed with monetary relief,Yes,No,1491452
